CountyFIPS,County name,StateAbbr
30089,SANDERS COUNTY                                    ,MT
30093,SILVER BOW COUNTY                                 ,MT
30105,VALLEY COUNTY                                     ,MT
30111,YELLOWSTONE COUNTY                                ,MT
37001,ALAMANCE COUNTY                                   ,NC
37021,BUNCOMBE COUNTY                                   ,NC
37023,BURKE COUNTY                                      ,NC
37031,CARTERET COUNTY                                   ,NC
37049,CRAVEN COUNTY                                     ,NC
37051,CUMBERLAND COUNTY                                 ,NC
37055,DARE COUNTY                                       ,NC
37067,FORSYTH COUNTY                                    ,NC
37071,GASTON COUNTY                                     ,NC
37081,GUILFORD COUNTY                                   ,NC
37089,HENDERSON COUNTY                                  ,NC
37119,MECKLENBURG COUNTY                                ,NC
37127,NASH COUNTY                                       ,NC
37129,NEW HANOVER COUNTY                                ,NC
37133,ONSLOW COUNTY                                     ,NC
37135,ORANGE COUNTY                                     ,NC
37139,PASQUOTANK COUNTY                                 ,NC
37155,ROBESON COUNTY                                    ,NC
37165,SCOTLAND COUNTY                                   ,NC
37179,UNION COUNTY                                      ,NC
37183,WAKE COUNTY                                       ,NC
38001,ADAMS COUNTY                                      ,ND
38007,BILLINGS COUNTY                                   ,ND
38013,BURKE COUNTY                                      ,ND
38015,BURLEIGH COUNTY                                   ,ND
38017,CASS COUNTY                                       ,ND
38035,GRAND FORKS COUNTY                                ,ND
38043,KIDDER COUNTY                                     ,ND
38055,MCLEAN COUNTY                                     ,ND
38067,PEMBINA COUNTY                                    ,ND
38089,STARK COUNTY                                      ,ND
38093,STUTSMAN COUNTY                                   ,ND
38101,WARD COUNTY                                       ,ND
31001,ADAMS COUNTY                                      ,NE
31013,BOX BUTTE COUNTY                                  ,NE
31019,BUFFALO COUNTY                                    ,NE
31021,BURT COUNTY                                       ,NE
31029,CHASE COUNTY                                      ,NE
31031,CHERRY COUNTY                                     ,NE
31033,CHEYENNE COUNTY                                   ,NE
31041,CUSTER COUNTY                                     ,NE
31045,DAWES COUNTY                                      ,NE
31047,DAWSON COUNTY                                     ,NE
31055,DOUGLAS COUNTY                                    ,NE
31079,HALL COUNTY                                       ,NE
31081,HAMILTON COUNTY                                   ,NE
31085,HAYES COUNTY                                      ,NE
31091,HOOKER COUNTY                                     ,NE
31109,LANCASTER COUNTY                                  ,NE
31111,LINCOLN COUNTY                                    ,NE
31137,PHELPS COUNTY                                     ,NE
31141,PLATTE COUNTY                                     ,NE
31145,RED WILLOW COUNTY                                 ,NE
31147,RICHARDSON COUNTY                                 ,NE
31157,SCOTTS BLUFF COUNTY                               ,NE
31165,SIOUX COUNTY                                      ,NE
31169,THAYER COUNTY                                     ,NE
31175,VALLEY COUNTY                                     ,NE
31185,YORK COUNTY                                       ,NE
33005,CHESHIRE COUNTY                                   ,NH
33007,COOS COUNTY                                       ,NH
33009,GRAFTON COUNTY                                    ,NH
33011,HILLSBOROUGH COUNTY                               ,NH
33013,MERRIMACK COUNTY                                  ,NH
33017,STRAFFORD COUNTY                                  ,NH
34001,ATLANTIC COUNTY                                   ,NJ
34011,CUMBERLAND COUNTY                                 ,NJ
34013,ESSEX COUNTY                                      ,NJ
34021,MERCER COUNTY                                     ,NJ
34035,SOMERSET COUNTY                                   ,NJ
34037,SUSSEX COUNTY                                     ,NJ
34039,UNION COUNTY                                      ,NJ
35001,BERNALILLO COUNTY                                 ,NM
35005,CHAVES COUNTY                                     ,NM
35007,COLFAX COUNTY                                     ,NM
35009,CURRY COUNTY                                      ,NM
35013,DONA ANA COUNTY                                   ,NM
35015,EDDY COUNTY                                       ,NM
35017,GRANT COUNTY                                      ,NM
35025,LEA COUNTY                                        ,NM
35027,LINCOLN COUNTY                                    ,NM
35029,LUNA COUNTY                                       ,NM
35031,MCKINLEY COUNTY                                   ,NM
35037,QUAY COUNTY                                       ,NM
35043,SANDOVAL COUNTY                                   ,NM
35049,SANTA FE COUNTY                                   ,NM
35051,SIERRA COUNTY                                     ,NM
35053,SOCORRO COUNTY                                    ,NM
35055,TAOS COUNTY                                       ,NM
35057,TORRANCE COUNTY                                   ,NM
35059,UNION COUNTY                                      ,NM
32003,CLARK COUNTY                                      ,NV
32007,ELKO COUNTY                                       ,NV
32011,EUREKA COUNTY                                     ,NV
32013,HUMBOLDT COUNTY                                   ,NV
32015,LANDER COUNTY                                     ,NV
32023,NYE COUNTY                                        ,NV
32027,PERSHING COUNTY                                   ,NV
32031,WASHOE COUNTY                                     ,NV
32033,WHITE PINE COUNTY                                 ,NV
36001,ALBANY COUNTY                                     ,NY
36003,ALLEGANY COUNTY                                   ,NY
36007,BROOME COUNTY                                     ,NY
36013,CHAUTAUQUA COUNTY                                 ,NY
36015,CHEMUNG COUNTY                                    ,NY
36019,CLINTON COUNTY                                    ,NY
36023,CORTLAND COUNTY                                   ,NY
36027,DUTCHESS COUNTY                                   ,NY
36029,ERIE COUNTY                                       ,NY
36033,FRANKLIN COUNTY                                   ,NY
36037,GENESEE COUNTY                                    ,NY
36045,JEFFERSON COUNTY                                  ,NY
36051,LIVINGSTON COUNTY                                 ,NY
36055,MONROE COUNTY                                     ,NY
36061,NEW YORK COUNTY                                   ,NY
36063,NIAGARA COUNTY                                    ,NY
36065,ONEIDA COUNTY                                     ,NY
36067,ONONDAGA COUNTY                                   ,NY
36071,ORANGE COUNTY                                     ,NY
36075,OSWEGO COUNTY                                     ,NY
36081,QUEENS COUNTY                                     ,NY
36089,ST. LAWRENCE COUNTY                               ,NY
36103,SUFFOLK COUNTY                                    ,NY
36113,WARREN COUNTY                                     ,NY
36119,WESTCHESTER COUNTY                                ,NY
36123,YATES COUNTY                                      ,NY
39003,ALLEN COUNTY                                      ,OH
39007,ASHTABULA COUNTY                                  ,OH
39017,BUTLER COUNTY                                     ,OH
39027,CLINTON COUNTY                                    ,OH
39035,CUYAHOGA COUNTY                                   ,OH
39039,DEFIANCE COUNTY                                   ,OH
39043,ERIE COUNTY                                       ,OH
39045,FAIRFIELD COUNTY                                  ,OH
39049,FRANKLIN COUNTY                                   ,OH
39063,HANCOCK COUNTY                                    ,OH
39089,LICKING COUNTY                                    ,OH
39093,LORAIN COUNTY                                     ,OH
39095,LUCAS COUNTY                                      ,OH
39101,MARION COUNTY                                     ,OH
39113,MONTGOMERY COUNTY                                 ,OH
39119,MUSKINGUM COUNTY                                  ,OH
39139,RICHLAND COUNTY                                   ,OH
39153,SUMMIT COUNTY                                     ,OH
39155,TRUMBULL COUNTY                                   ,OH
39157,TUSCARAWAS COUNTY                                 ,OH
39169,WAYNE COUNTY                                      ,OH
39173,WOOD COUNTY                                       ,OH
40009,BECKHAM COUNTY                                    ,OK
40031,COMANCHE COUNTY                                   ,OK
40045,ELLIS COUNTY                                      ,OK
40071,KAY COUNTY                                        ,OK
40075,KIOWA COUNTY                                      ,OK
40083,LOGAN COUNTY                                      ,OK
40101,MUSKOGEE COUNTY                                   ,OK
40109,OKLAHOMA COUNTY                                   ,OK
40113,OSAGE COUNTY                                      ,OK
40119,PAYNE COUNTY                                      ,OK
40121,PITTSBURG COUNTY                                  ,OK
40139,TEXAS COUNTY                                      ,OK
40141,TILLMAN COUNTY                                    ,OK
40143,TULSA COUNTY                                      ,OK
40149,WASHITA COUNTY                                    ,OK
40151,WOODS COUNTY                                      ,OK
41001,BAKER COUNTY                                      ,OR
41003,BENTON COUNTY                                     ,OR
41007,CLATSOP COUNTY                                    ,OR
41009,COLUMBIA COUNTY                                   ,OR
41011,COOS COUNTY                                       ,OR
41017,DESCHUTES COUNTY                                  ,OR
41019,DOUGLAS COUNTY                                    ,OR
41023,GRANT COUNTY                                      ,OR
41025,HARNEY COUNTY                                     ,OR
41029,JACKSON COUNTY                                    ,OR
41033,JOSEPHINE COUNTY                                  ,OR
41035,KLAMATH COUNTY                                    ,OR
41039,LANE COUNTY                                       ,OR
41045,MALHEUR COUNTY                                    ,OR
41047,MARION COUNTY                                     ,OR
41051,MULTNOMAH COUNTY                                  ,OR
41059,UMATILLA COUNTY                                   ,OR
41067,WASHINGTON COUNTY                                 ,OR
41071,YAMHILL COUNTY                                    ,OR
42003,ALLEGHENY COUNTY                                  ,PA
42011,BERKS COUNTY                                      ,PA
42013,BLAIR COUNTY                                      ,PA
42017,BUCKS COUNTY                                      ,PA
42019,BUTLER COUNTY                                     ,PA
42021,CAMBRIA COUNTY                                    ,PA
42033,CLEARFIELD COUNTY                                 ,PA
42039,CRAWFORD COUNTY                                   ,PA
42043,DAUPHIN COUNTY                                    ,PA
42049,ERIE COUNTY                                       ,PA
42065,JEFFERSON COUNTY                                  ,PA
42071,LANCASTER COUNTY                                  ,PA
42077,LEHIGH COUNTY                                     ,PA
42079,LUZERNE COUNTY                                    ,PA
42081,LYCOMING COUNTY                                   ,PA
42083,MCKEAN COUNTY                                     ,PA
42089,MONROE COUNTY                                     ,PA
42091,MONTGOMERY COUNTY                                 ,PA
42101,PHILADELPHIA COUNTY                               ,PA
42109,SNYDER COUNTY                                     ,PA
42125,WASHINGTON COUNTY                                 ,PA
42133,YORK COUNTY                                       ,PA
44003,KENT COUNTY                                       ,RI
44005,NEWPORT COUNTY                                    ,RI
44009,WASHINGTON COUNTY                                 ,RI
45007,ANDERSON COUNTY                                   ,SC
45011,BARNWELL COUNTY                                   ,SC
45013,BEAUFORT COUNTY                                   ,SC
45019,CHARLESTON COUNTY                                 ,SC
45041,FLORENCE COUNTY                                   ,SC
45045,GREENVILLE COUNTY                                 ,SC
45047,GREENWOOD COUNTY                                  ,SC
45051,HORRY COUNTY                                      ,SC
45063,LEXINGTON COUNTY                                  ,SC
45073,OCONEE COUNTY                                     ,SC
45075,ORANGEBURG COUNTY                                 ,SC
45079,RICHLAND COUNTY                                   ,SC
45083,SPARTANBURG COUNTY                                ,SC
45091,YORK COUNTY                                       ,SC
46005,BEADLE COUNTY                                     ,SD
46009,BON HOMME COUNTY                                  ,SD
46011,BROOKINGS COUNTY                                  ,SD
46013,BROWN COUNTY                                      ,SD
46029,CODINGTON COUNTY                                  ,SD
46033,CUSTER COUNTY                                     ,SD
46035,DAVISON COUNTY                                    ,SD
46055,HAAKON COUNTY                                     ,SD
46063,HARDING COUNTY                                    ,SD
46065,HUGHES COUNTY                                     ,SD
46081,LAWRENCE COUNTY                                   ,SD
46085,LYMAN COUNTY                                      ,SD
46089,MCPHERSON COUNTY                                  ,SD
46093,MEADE COUNTY                                      ,SD
46099,MINNEHAHA COUNTY                                  ,SD
46103,PENNINGTON COUNTY                                 ,SD
46105,PERKINS COUNTY                                    ,SD
46109,ROBERTS COUNTY                                    ,SD
46123,TRIPP COUNTY                                      ,SD
46129,WALWORTH COUNTY                                   ,SD
46135,YANKTON COUNTY                                    ,SD
47001,ANDERSON COUNTY                                   ,TN
47009,BLOUNT COUNTY                                     ,TN
47035,CUMBERLAND COUNTY                                 ,TN
47037,DAVIDSON COUNTY                                   ,TN
47045,DYER COUNTY                                       ,TN
47061,GRUNDY COUNTY                                     ,TN
47065,HAMILTON COUNTY                                   ,TN
47113,MADISON COUNTY                                    ,TN
47125,MONTGOMERY COUNTY                                 ,TN
47157,SHELBY COUNTY                                     ,TN
47163,SULLIVAN COUNTY                                   ,TN
48001,ANDERSON COUNTY                                   ,TX
48005,ANGELINA COUNTY                                   ,TX
48013,ATASCOSA COUNTY                                   ,TX
48017,BAILEY COUNTY                                     ,TX
48025,BEE COUNTY                                        ,TX
48027,BELL COUNTY                                       ,TX
48029,BEXAR COUNTY                                      ,TX
48039,BRAZORIA COUNTY                                   ,TX
48041,BRAZOS COUNTY                                     ,TX
48043,BREWSTER COUNTY                                   ,TX
48053,BURNET COUNTY                                     ,TX
48055,CALDWELL COUNTY                                   ,TX
48061,CAMERON COUNTY                                    ,TX
48075,CHILDRESS COUNTY                                  ,TX
48081,COKE COUNTY                                       ,TX
48085,COLLIN COUNTY                                     ,TX
48093,COMANCHE COUNTY                                   ,TX
48099,CORYELL COUNTY                                    ,TX
48111,DALLAM COUNTY                                     ,TX
48113,DALLAS COUNTY                                     ,TX
48121,DENTON COUNTY                                     ,TX
48135,ECTOR COUNTY                                      ,TX
48137,EDWARDS COUNTY                                    ,TX
48141,EL PASO COUNTY                                    ,TX
48139,ELLIS COUNTY                                      ,TX
48143,ERATH COUNTY                                      ,TX
48157,FORT BEND COUNTY                                  ,TX
48165,GAINES COUNTY                                     ,TX
48167,GALVESTON COUNTY                                  ,TX
48171,GILLESPIE COUNTY                                  ,TX
48177,GONZALES COUNTY                                   ,TX
48181,GRAYSON COUNTY                                    ,TX
48183,GREGG COUNTY                                      ,TX
48187,GUADALUPE COUNTY                                  ,TX
48201,HARRIS COUNTY                                     ,TX
48215,HIDALGO COUNTY                                    ,TX
48221,HOOD COUNTY                                       ,TX
48223,HOPKINS COUNTY                                    ,TX
48231,HUNT COUNTY                                       ,TX
48233,HUTCHINSON COUNTY                                 ,TX
48245,JEFFERSON COUNTY                                  ,TX
48249,JIM WELLS COUNTY                                  ,TX
48257,KAUFMAN COUNTY                                    ,TX
48265,KERR COUNTY                                       ,TX
48267,KIMBLE COUNTY                                     ,TX
48273,KLEBERG COUNTY                                    ,TX
48283,LA SALLE COUNTY                                   ,TX
48277,LAMAR COUNTY                                      ,TX
48285,LAVACA COUNTY                                     ,TX
48287,LEE COUNTY                                        ,TX
48299,LLANO COUNTY                                      ,TX
48303,LUBBOCK COUNTY                                    ,TX
48321,MATAGORDA COUNTY                                  ,TX
48309,MCLENNAN COUNTY                                   ,TX
48325,MEDINA COUNTY                                     ,TX
48329,MIDLAND COUNTY                                    ,TX
48331,MILAM COUNTY                                      ,TX
48337,MONTAGUE COUNTY                                   ,TX
48339,MONTGOMERY COUNTY                                 ,TX
48349,NAVARRO COUNTY                                    ,TX
48355,NUECES COUNTY                                     ,TX
48363,PALO PINTO COUNTY                                 ,TX
48371,PECOS COUNTY                                      ,TX
48375,POTTER COUNTY                                     ,TX
48395,ROBERTSON COUNTY                                  ,TX
48415,SCURRY COUNTY                                     ,TX
48423,SMITH COUNTY                                      ,TX
48439,TARRANT COUNTY                                    ,TX
48441,TAYLOR COUNTY                                     ,TX
48443,TERRELL COUNTY                                    ,TX
48451,TOM GREEN COUNTY                                  ,TX
48453,TRAVIS COUNTY                                     ,TX
48463,UVALDE COUNTY                                     ,TX
48465,VAL VERDE COUNTY                                  ,TX
48469,VICTORIA COUNTY                                   ,TX
48471,WALKER COUNTY                                     ,TX
48475,WARD COUNTY                                       ,TX
48477,WASHINGTON COUNTY                                 ,TX
48479,WEBB COUNTY                                       ,TX
48485,WICHITA COUNTY                                    ,TX
48495,WINKLER COUNTY                                    ,TX
48503,YOUNG COUNTY                                      ,TX
49003,BOX ELDER COUNTY                                  ,UT
49005,CACHE COUNTY                                      ,UT
49013,DUCHESNE COUNTY                                   ,UT
49019,GRAND COUNTY                                      ,UT
49021,IRON COUNTY                                       ,UT
49035,SALT LAKE COUNTY                                  ,UT
49047,UINTAH COUNTY                                     ,UT
49055,WAYNE COUNTY                                      ,UT
49057,WEBER COUNTY                                      ,UT
51001,ACCOMACK COUNTY                                   ,VA
51003,ALBEMARLE COUNTY                                  ,VA
51013,ARLINGTON COUNTY                                  ,VA
51031,CAMPBELL COUNTY                                   ,VA
51083,HALIFAX COUNTY                                    ,VA
51085,HANOVER COUNTY                                    ,VA
51087,HENRICO COUNTY                                    ,VA
51107,LOUDOUN COUNTY                                    ,VA
51700,NEWPORT NEWS CITY                                 ,VA
51710,NORFOLK CITY                                      ,VA
51131,NORTHAMPTON COUNTY                                ,VA
51143,PITTSYLVANIA COUNTY                               ,VA
51161,ROANOKE COUNTY                                    ,VA
51179,STAFFORD COUNTY                                   ,VA
51183,SUSSEX COUNTY                                     ,VA
51810,VIRGINIA BEACH CITY                               ,VA
50003,BENNINGTON COUNTY                                 ,VT
50005,CALEDONIA COUNTY                                  ,VT
50007,CHITTENDEN COUNTY                                 ,VT
50015,LAMOILLE COUNTY                                   ,VT
50019,ORLEANS COUNTY                                    ,VT
50021,RUTLAND COUNTY                                    ,VT
50023,WASHINGTON COUNTY                                 ,VT
50027,WINDSOR COUNTY                                    ,VT
53007,CHELAN COUNTY                                     ,WA
53009,CLALLAM COUNTY                                    ,WA
53011,CLARK COUNTY                                      ,WA
53021,FRANKLIN COUNTY                                   ,WA
53025,GRANT COUNTY                                      ,WA
53027,GRAYS HARBOR COUNTY                               ,WA
53033,KING COUNTY                                       ,WA
53035,KITSAP COUNTY                                     ,WA
53037,KITTITAS COUNTY                                   ,WA
53039,KLICKITAT COUNTY                                  ,WA
53045,MASON COUNTY                                      ,WA
53047,OKANOGAN COUNTY                                   ,WA
53053,PIERCE COUNTY                                     ,WA
53055,SAN JUAN COUNTY                                   ,WA
53057,SKAGIT COUNTY                                     ,WA
53061,SNOHOMISH COUNTY                                  ,WA
53063,SPOKANE COUNTY                                    ,WA
53067,THURSTON COUNTY                                   ,WA
53071,WALLA WALLA COUNTY                                ,WA
53073,WHATCOM COUNTY                                    ,WA
53075,WHITMAN COUNTY                                    ,WA
53077,YAKIMA COUNTY                                     ,WA
55003,ASHLAND COUNTY                                    ,WI
55005,BARRON COUNTY                                     ,WI
55009,BROWN COUNTY                                      ,WI
55013,BURNETT COUNTY                                    ,WI
55017,CHIPPEWA COUNTY                                   ,WI
55025,DANE COUNTY                                       ,WI
55039,FOND DU LAC COUNTY                                ,WI
55043,GRANT COUNTY                                      ,WI
55055,JEFFERSON COUNTY                                  ,WI
55057,JUNEAU COUNTY                                     ,WI
55059,KENOSHA COUNTY                                    ,WI
55063,LA CROSSE COUNTY                                  ,WI
55073,MARATHON COUNTY                                   ,WI
55079,MILWAUKEE COUNTY                                  ,WI
55085,ONEIDA COUNTY                                     ,WI
55101,RACINE COUNTY                                     ,WI
55111,SAUK COUNTY                                       ,WI
55113,SAWYER COUNTY                                     ,WI
55117,SHEBOYGAN COUNTY                                  ,WI
55119,TAYLOR COUNTY                                     ,WI
55137,WAUSHARA COUNTY                                   ,WI
55139,WINNEBAGO COUNTY                                  ,WI
55141,WOOD COUNTY                                       ,WI
54003,BERKELEY COUNTY                                   ,WV
54009,BROOKE COUNTY                                     ,WV
54011,CABELL COUNTY                                     ,WV
54033,HARRISON COUNTY                                   ,WV
54039,KANAWHA COUNTY                                    ,WV
54055,MERCER COUNTY                                     ,WV
54061,MONONGALIA COUNTY                                 ,WV
54081,RALEIGH COUNTY                                    ,WV
54083,RANDOLPH COUNTY                                   ,WV
54093,TUCKER COUNTY                                     ,WV
54107,WOOD COUNTY                                       ,WV
56001,ALBANY COUNTY                                     ,WY
56003,BIG HORN COUNTY                                   ,WY
56005,CAMPBELL COUNTY                                   ,WY
56007,CARBON COUNTY                                     ,WY
56009,CONVERSE COUNTY                                   ,WY
56011,CROOK COUNTY                                      ,WY
56013,FREMONT COUNTY                                    ,WY
56015,GOSHEN COUNTY                                     ,WY
56019,JOHNSON COUNTY                                    ,WY
56021,LARAMIE COUNTY                                    ,WY
56025,NATRONA COUNTY                                    ,WY
56029,PARK COUNTY                                       ,WY
56033,SHERIDAN COUNTY                                   ,WY
56035,SUBLETTE COUNTY                                   ,WY
56037,SWEETWATER COUNTY                                 ,WY
56039,TETON COUNTY                                      ,WY
56041,UINTA COUNTY                                      ,WY
56043,WASHAKIE COUNTY                                   ,WY
56045,WESTON COUNTY                                     ,WY
